,Aatrox,Aatrox,Ahri,Akali,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Ashe,Aurelion?Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cassiopeia,Cho'Gath,Cho'Gath,Darius,Diana,Diana,Dr.?Mundo,Dr.?Mundo,Draven,Ekko,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Irelia,Ivern,Janna,Jarvan?IV,Jax,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,LeBlanc,Lee?Sin,Leona,Lissandra,Lucian,Lulu,Lux,Lux,Malphite,Malphite,Malzahar,Maokai,Master?Yi,Miss?Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu?&?Willump,Olaf,Orianna,Ornn,Pantheon,Pantheon,Pantheon,Poppy,Pyke,Qiyana,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Rengar,Riven,Rumble,Rumble,Ryze,Ryze,Sejuani,Senna,Senna,Sett,Sett,Shaco,Shaco,Shen,Shen,Shyvana,Singed,Sion,Sivir,Sona,Soraka,Swain,Sylas,Sylas,Sylas,Sylas,Syndra,Tahm?Kench,Taliyah,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted?Fate,Twitch,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Veigar,Veigar,Vel'Koz,Vel'Koz,Vi,Viktor,Vladimir,Vladimir,Volibear,Volibear,Warwick,Xayah,Xerath,Xerath,Xin?Zhao,Yasuo,Yasuo,Yasuo,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Kai'Sa,0.651356205,0.345310817,0.971312959,0.812692033,0.812980475,-0.13639536,0.280445505,0.885767929,0.953931194,0.969189673,0.998323153,0.98863696,0.933638724,0.980380078,0.729120483,0.404676909,0.918239259,0.189862537,0.980790385,0.809839174,0.845655161,0.846749266,0.744217513,0.464247192,0.648777562,0.707558256,0.957417348,-0.138458612,0.490814199,0.992290021,0.261812911,0.780781734,0.657589363,0.727963021,0.923304376,-0.007273996,0.947076403,0.623539941,0.950445044,0.875169635,0.901446682,0.707504615,0.765051458,0.229773771,0.746445221,0.006108708,0.831935138,0.689298289,0.683227643,0.65502288,0.30674166,0.421715209,0.185950451,0.368333645,0.775374567,0.974307614,0.976281638,0.992433533,-1,0.966024624,0.934778904,0.788819273,0.830132568,0.870499081,0.94070296,0.824259926,0.03318507,0.957348522,0.241441497,0.38548766,0.49642605,0.918088975,0.956257223,0.968632153,0.312172539,0.261671027,0.965197491,0.996552739,0.533707488,0.816351677,0.962176773,0.944855292,0.944824362,0.910174652,0.250273998,0.441540695,0.963600892,0.71896657,0.840960053,-0.331408929,0.487615369,0.507624506,0.976808349,0.144303392,0.311841437,-0.726163758,0.274769952,0.964496065,0.650222412,0.471029702,0.887446515,0.832907214,0.744436669,0.571646849,0.379926061,0.957172957,0.970551639,0.349044332,0.107228771,0.076908928,0.443908208,0.447335113,0.633627703,0.802453331,0.933506547,0.926834951,0.895366218,0.890453606,-0.077750598,0.665234952,0.520008255,0.481275573,0.736189025,0.71893743,0.945486773,0.492042835,0.652666689,0.464906823,0.69252544,0.464869349,0.992466629,0.124286106,-2.195280127,0.691578633,0.169812774,0.684010219,0.737904582,0.56428885,0.956394943,0.043552942,0.918207179,0.752835441,0.958741808,-0.45098716,0.915478843,0.387788974,0.99818359,-0.401462375,0.50714085,0.952122171,0.98270977,0.819309025,0.062379569,0.854688051,0.990703863,0.982108265,0.966454154,0.967208404,0.976060529,0.764678354,0.841488703,0.554992306,0.84316629,-0.096156762,-0.170621158,0.151606192,0.576259098,-0.399003099,0.994494862,0.734998369,0.813420781,-0.011699148,0.929117766,0.923662354,0.891636879,0.770338321,-1.476702611,-1.503489938,0.973695476,0.739127322,0.732512389,0.92310752,0.917679123
Kalista,0.831350409,0.604348486,0.950111266,0.934836117,0.933527703,0.206443608,0.548848712,0.968464733,0.885456071,0.908725959,0.970980654,0.937065137,0.97998523,0.941618006,0.882932144,0.596244332,0.879676381,0.428345587,0.926916072,0.917657781,0.932977928,0.939479502,0.891655047,0.689844333,0.821562184,0.870371477,0.976207923,0.210763567,0.711075723,0.930705686,0.533493989,0.913056094,0.83538434,0.87800374,0.832191627,0.301829349,0.993498396,0.814198282,0.990658866,0.93129618,0.976723243,0.838699041,0.882918756,0.511864917,0.891997385,0.33118529,0.705661928,0.849962904,0.853870486,0.833882728,0.517160421,0.626270044,0.472010017,0.620968074,0.906484193,0.972631945,0.931163743,0.938160497,0.966024624,-1,0.993162388,0.884929923,0.940036772,0.959394518,0.987513057,0.919465239,0.351427549,0.982617967,0.515933884,0.621734745,0.686551165,0.844908236,0.979284939,0.983564035,0.572745674,0.475871289,0.976551286,0.968480786,0.675769808,0.65561966,0.873189083,0.95777179,0.968882872,0.781933842,0.529611095,0.676274197,0.874437128,0.874873554,0.947827359,-0.046702499,0.652580748,0.675117436,0.944502536,0.419199036,0.576173574,-0.298720929,0.550094756,0.88814074,0.80086998,0.700146787,0.971077995,0.939848952,0.872769372,0.740415641,0.63254728,0.984047442,0.947663669,0.583947848,0.407322751,0.386077411,0.676450428,0.682497234,0.818047515,0.925969983,0.958569908,0.960086348,0.97142647,0.972259805,0.24631226,0.722345427,0.654424714,0.704000507,0.856526362,0.878169735,0.909689109,0.660509576,0.803658004,0.697363627,0.845964854,0.650380301,0.941129691,0.340318295,-1.790430443,0.855057051,0.46465756,0.849862451,0.890832421,0.767888058,0.89083885,0.342046581,0.892907042,0.891186216,0.979985538,-0.079924831,0.875550778,0.583001093,0.977843763,-0.017493077,0.728365188,0.998108381,0.944126541,0.940380688,0.370434162,0.948599331,0.93419125,0.994225348,0.880757655,0.887646903,0.955254646,0.607597425,0.718073992,0.758844208,0.714455867,0.165199726,0.110555291,0.43974678,0.742202414,-0.015124182,0.943402384,0.562273809,0.670647271,0.312381881,0.991172344,0.988135411,0.97054671,0.910081838,-1.223051322,-1.031162189,0.939665168,0.570599443,0.870762953,0.868341719,0.840254535
Karma,0.878200287,0.671681339,0.914897007,0.953879192,0.951052065,0.322685793,0.636768203,0.98229911,0.834418329,0.858764679,0.940850569,0.908112033,0.975440489,0.906154252,0.916725197,0.674445862,0.840322674,0.526764875,0.88114747,0.944327446,0.93242332,0.942126848,0.922999209,0.757749139,0.872397763,0.905850709,0.957793747,0.313164331,0.770690066,0.888899096,0.603172925,0.933622858,0.879669174,0.904049137,0.769138696,0.380094318,0.99335717,0.863057207,0.986080587,0.938900451,0.977498268,0.878735901,0.913191992,0.591075335,0.921199843,0.430868493,0.623846589,0.879829834,0.899589929,0.884563964,0.578600383,0.676282798,0.566981015,0.697395726,0.941463338,0.950321474,0.886839974,0.896307231,0.934778904,0.993162388,-1,0.881784834,0.951308795,0.962860076,0.990874909,0.922395303,0.44180885,0.96775657,0.587732054,0.676628811,0.751315102,0.785378561,0.961963077,0.978416808,0.658463123,0.56926653,0.960754492,0.93718528,0.740925396,0.567223244,0.819762958,0.951977922,0.962080343,0.710384924,0.605198536,0.737142404,0.817689693,0.905624594,0.976070376,0.018313186,0.712589724,0.74416747,0.911852617,0.484338848,0.651528836,-0.162908762,0.632266546,0.835485937,0.847352948,0.769686057,0.983055796,0.961830686,0.907237398,0.801224353,0.707095052,0.970289675,0.921292019,0.668326668,0.509300857,0.477086522,0.747370695,0.743911623,0.867012668,0.955940987,0.941844162,0.948288579,0.97204378,0.976640036,0.362783237,0.696610513,0.662442838,0.769042597,0.885755408,0.917911686,0.872868878,0.731548075,0.853892683,0.757868953,0.886106828,0.713971188,0.899335905,0.373749299,-1.699684965,0.890518214,0.545647735,0.883548194,0.931115938,0.816014496,0.838939079,0.452729294,0.847611456,0.912391412,0.968457346,0.042290128,0.828296132,0.665245909,0.951586492,0.100135484,0.791486785,0.996507143,0.90547498,0.961749068,0.471020428,0.968264791,0.890842052,0.977208392,0.826213185,0.83593248,0.939574422,0.515642873,0.643798952,0.82110931,0.633730239,0.205078758,0.159252705,0.538786288,0.797983011,0.102912451,0.903508894,0.464454808,0.58874077,0.40548579,0.995346833,0.993297988,0.984219455,0.939527392,-1.194209362,-0.903330929,0.901587652,0.47415054,0.897824548,0.814966568,0.786379311
Karthus,0.847694307,0.753148499,0.872547433,0.946734942,0.952803324,0.292638898,0.559123349,0.871768732,0.758778465,0.798358762,0.815635973,0.702426306,0.902866508,0.791974107,0.919816864,0.382984895,0.779443222,0.232247753,0.804996498,0.802022465,0.987475651,0.986879346,0.897735444,0.695213254,0.757192907,0.912388606,0.903722368,0.428501241,0.763661947,0.739387852,0.723527778,0.955146021,0.866259219,0.950963424,0.717293892,0.587961516,0.893558441,0.842913322,0.877274927,0.781787072,0.95751841,0.692466175,0.78040437,0.666609266,0.914742841,0.479681801,0.616984955,0.928770229,0.82695469,0.802420637,0.548902797,0.734400979,0.495083381,0.667655524,0.811699601,0.852853498,0.830855394,0.778509325,0.788819273,0.884929923,0.881784834,-1,0.966556965,0.969094669,0.856554121,0.973520749,0.553529925,0.904667528,0.702759957,0.797713722,0.574314592,0.768991613,0.91852681,0.79425211,0.568620953,0.239027582,0.853605054,0.818828162,0.400333731,0.494290848,0.68714288,0.759223025,0.819274524,0.587538714,0.697577798,0.783161439,0.706498497,0.918058693,0.837565091,0.288827477,0.476086829,0.449993781,0.79912157,0.67436725,0.681181269,-0.035777932,0.6406823,0.740895184,0.689864931,0.711213266,0.889797691,0.865164606,0.773364745,0.583887082,0.698644527,0.900741824,0.774478907,0.505728076,0.426343182,0.538426944,0.677753975,0.783202168,0.813721557,0.835397666,0.890411463,0.880843019,0.96565046,0.955799746,0.238327676,0.892531047,0.857145823,0.718087939,0.763827197,0.862356011,0.789461472,0.424193394,0.659405839,0.797276859,0.800488221,0.529309215,0.789602175,0.658582158,-1.133800464,0.91295216,0.649414596,0.914319908,0.860997048,0.860924868,0.782657427,0.289848535,0.890086948,0.967246374,0.851881813,0.081685461,0.827436751,0.356558792,0.811814829,0.221369058,0.751793718,0.886120595,0.818931137,0.936730364,0.434848267,0.841053779,0.779012944,0.878339307,0.713183988,0.719624394,0.722407157,0.493739959,0.591842548,0.727374782,0.609478441,0.593591465,0.543113787,0.431289056,0.606512087,0.216851727,0.778675686,0.438568747,0.53746242,0.515917493,0.87879191,0.87808292,0.843795398,0.902221773,-0.642402636,-0.48612413,0.821042147,0.450188481,0.912389267,0.8217437,0.713705879
Kassadin,0.933258649,0.824703574,0.868176046,0.996718731,0.998136686,0.455490496,0.719904725,0.959781401,0.752353851,0.782132107,0.850115795,0.76093629,0.953708344,0.821430766,0.970367824,0.628003258,0.78767762,0.499297909,0.798748224,0.925741806,0.978438137,0.988505368,0.97551212,0.835481161,0.896893893,0.970077848,0.930647667,0.523397748,0.873823956,0.770730159,0.771599951,0.995858205,0.937168573,0.980000373,0.686678072,0.599195172,0.951758308,0.934352047,0.943497577,0.890736322,0.9898738,0.856647092,0.908150986,0.7432944,0.966388878,0.593659338,0.547104588,0.973884769,0.93608253,0.919247818,0.616620986,0.761542291,0.655954997,0.788144591,0.935235631,0.892893613,0.81653554,0.795527857,0.830132568,0.940036772,0.951308795,0.966556965,-1,0.996675996,0.925059632,0.966581094,0.629739486,0.939308564,0.751773135,0.823076824,0.764729185,0.729693735,0.939367291,0.878360588,0.73031676,0.508865962,0.90610317,0.850637013,0.619214804,0.438017782,0.699308346,0.859650639,0.89898253,0.575564736,0.775101783,0.853136457,0.704693322,0.979683129,0.944656053,0.224498663,0.691746858,0.681075789,0.831634866,0.675473093,0.773208907,0.083238697,0.755935508,0.738093586,0.849398862,0.839865041,0.970185441,0.961762952,0.906468231,0.753655967,0.81154962,0.939996482,0.833522167,0.678912506,0.606281633,0.635467423,0.822454925,0.860022769,0.925360951,0.948924187,0.92546674,0.929380252,0.990127402,0.992052804,0.456970868,0.778159405,0.775497702,0.851124677,0.892652721,0.951173138,0.810640483,0.660739884,0.834170216,0.876241034,0.920098435,0.726960963,0.803697459,0.564772794,-1.312906536,0.970156713,0.722575854,0.971136749,0.956362217,0.928658663,0.764461721,0.512947008,0.835243009,0.984940191,0.915450779,0.203877749,0.800178021,0.60463795,0.858248651,0.321269655,0.86944947,0.95028921,0.83209328,0.990923167,0.582899199,0.946871273,0.789838898,0.92030522,0.712957961,0.726800116,0.809674656,0.417310366,0.549515528,0.85847755,0.545723272,0.480094745,0.441620312,0.622457127,0.792697994,0.321037029,0.801476091,0.35514804,0.483030965,0.593048125,0.95590728,0.958429449,0.946458667,0.980221622,-0.896398291,-0.514354985,0.837602732,0.369036573,0.938471276,0.775539461,0.705462375
Katarina,0.906311035,0.77354551,0.90615652,0.989186742,0.991266912,0.374574418,0.66333098,0.96365434,0.804860634,0.832173003,0.888744577,0.806024094,0.969814788,0.864033692,0.952654385,0.593256844,0.831091722,0.448908305,0.846443045,0.920997688,0.982847591,0.991111406,0.959635429,0.79347463,0.871358209,0.949525547,0.955825074,0.442535885,0.83436611,0.819874508,0.716657601,0.98550037,0.911280856,0.964105532,0.746563722,0.532741568,0.967516605,0.904346119,0.960980482,0.902549623,0.997282743,0.84347292,0.900357938,0.684321297,0.95105371,0.519976877,0.618529773,0.954788312,0.911832213,0.892180136,0.57841551,0.727092855,0.593453474,0.737408933,0.923063737,0.92392496,0.861658316,0.842803439,0.870499081,0.959394518,0.962860076,0.969094669,0.996675996,-1,0.939859694,0.968292782,0.559156957,0.96226404,0.695731993,0.779581779,0.73254235,0.784404741,0.963282862,0.902623588,0.676105887,0.46592395,0.932883517,0.889648292,0.599459377,0.519336827,0.757456283,0.884689084,0.921217269,0.646085325,0.717528715,0.809293694,0.76307251,0.961483915,0.94017862,0.165021019,0.666753072,0.654283438,0.872245744,0.61992022,0.719375167,-0.024220592,0.698360382,0.792773686,0.830516893,0.796604246,0.973968459,0.958000137,0.895217373,0.727226861,0.761279428,0.962339451,0.870583997,0.631650105,0.539057674,0.567054316,0.777915779,0.815995128,0.896879783,0.939163828,0.948627545,0.949705182,0.997480599,0.997382291,0.381078041,0.793320901,0.765632677,0.810156608,0.884100005,0.930798883,0.852818129,0.633370041,0.814550123,0.833266646,0.901445583,0.696159199,0.850121013,0.528984477,-1.412529237,0.949864795,0.659864987,0.950077782,0.93798076,0.895456391,0.816283136,0.444949844,0.875523868,0.972989166,0.938944832,0.113593066,0.844684159,0.568258533,0.894423139,0.228525439,0.829005253,0.965801594,0.874927328,0.983446857,0.513403405,0.946839192,0.837873666,0.946779769,0.770302153,0.782217524,0.845102911,0.498171023,0.619643611,0.822858378,0.617698194,0.430830361,0.38575645,0.558861151,0.768193113,0.228224246,0.847654474,0.440776132,0.559174025,0.520420505,0.966043463,0.967876695,0.950893236,0.9666409,-0.946080141,-0.634672835,0.879106514,0.453399395,0.925722503,0.824772136,0.760924727
Katarina,0.862016756,0.627646816,0.9021599,0.928269625,0.923022192,0.293655314,0.598386944,0.952126452,0.819538454,0.857684073,0.94064909,0.921167448,0.945337694,0.8903643,0.898420267,0.635627898,0.801640088,0.489516985,0.883361067,0.906506204,0.920140455,0.92420734,0.882447113,0.703093777,0.831477653,0.883343116,0.935019047,0.267100973,0.711392642,0.892287375,0.573158008,0.902086216,0.863554011,0.883596403,0.758436384,0.355321065,0.974512204,0.829216721,0.966626097,0.896968271,0.95952934,0.83337491,0.863380012,0.559217139,0.913173053,0.39265225,0.615194748,0.831346991,0.870912975,0.854973567,0.621035185,0.699411342,0.538942631,0.67308302,0.912051462,0.928916437,0.893557603,0.899490417,0.94070296,0.987513057,0.990874909,0.856554121,0.925059632,0.939859694,-1,0.921400577,0.404604326,0.946400339,0.561510292,0.66311113,0.688263729,0.769432481,0.940154222,0.986551541,0.625340947,0.53501202,0.936157985,0.933968527,0.756125173,0.568342167,0.819526925,0.931089922,0.932697364,0.714615588,0.551757878,0.715679062,0.819842105,0.865355085,0.96084761,0.056611203,0.645460116,0.711445981,0.892525859,0.47201005,0.629513717,-0.199626114,0.595065397,0.829764047,0.790536663,0.738036264,0.955844955,0.926042668,0.858665336,0.814465628,0.672086913,0.948556387,0.898726254,0.668471568,0.466632335,0.451801888,0.701503483,0.717400578,0.826764101,0.935046417,0.907987196,0.912532812,0.950457559,0.952539337,0.309001432,0.713115193,0.680324603,0.716197458,0.82746849,0.901930875,0.843954781,0.704102725,0.809591576,0.721968181,0.832553316,0.641959637,0.903237235,0.391118218,-1.641869437,0.842517934,0.503083962,0.837447415,0.907909987,0.766045213,0.829778699,0.409121693,0.839091828,0.889424228,0.94535023,0.047994153,0.798617364,0.639183815,0.952021297,0.068426439,0.757685276,0.985351308,0.894518451,0.941632408,0.451001754,0.935297597,0.89711158,0.968704562,0.827286625,0.830582542,0.932510236,0.503152429,0.621794443,0.803682605,0.625384815,0.193642948,0.146927896,0.490445475,0.741725628,0.071184891,0.905675864,0.457129239,0.573163416,0.376013802,0.987382642,0.978445921,0.965450201,0.905103734,-1.108766247,-0.922169126,0.88565565,0.463687511,0.900031475,0.800735649,0.759901277
Kayle,0.899070576,0.766984022,0.860163169,0.957754646,0.957391833,0.386433711,0.621431003,0.887479659,0.733107918,0.793524914,0.839706852,0.757274429,0.895407584,0.784312125,0.954186802,0.463563237,0.72408727,0.333991943,0.812099986,0.819519495,0.99430717,0.989248774,0.899277634,0.712672851,0.788419985,0.940855626,0.891049301,0.465389007,0.758960118,0.761258111,0.755251288,0.954324134,0.917312832,0.96836953,0.68369139,0.624058609,0.910398579,0.870381149,0.890502934,0.776842558,0.965986018,0.716793034,0.780693227,0.711116538,0.962290524,0.537410886,0.560075665,0.906369946,0.867162306,0.847817503,0.708614339,0.837477527,0.579077668,0.735337039,0.848441521,0.846536879,0.842469669,0.795416513,0.824259926,0.919465239,0.922395303,0.973520749,0.966581094,0.968292782,0.921400577,-1,0.595495306,0.898327055,0.744630524,0.840739737,0.59316896,0.725452795,0.908617903,0.85583123,0.639184319,0.348222842,0.849167634,0.836094914,0.563317556,0.457894505,0.685617905,0.777624102,0.820514155,0.5767716,0.701732538,0.831276429,0.707253202,0.914517412,0.891107989,0.401291404,0.490872791,0.532279551,0.788251573,0.721104097,0.743329116,0.042664807,0.688066428,0.730398935,0.697339021,0.765239577,0.903684475,0.875233292,0.77977007,0.721379557,0.744718136,0.896125274,0.769503539,0.636050859,0.495283777,0.605230084,0.713129817,0.824803644,0.835781868,0.880017856,0.861576739,0.855774707,0.967585163,0.959267958,0.30869784,0.901394196,0.898208382,0.734362812,0.749033282,0.913544865,0.752266871,0.517654251,0.695086446,0.823229142,0.797584472,0.53261518,0.80683489,0.708797775,-1.014103467,0.900313278,0.674447494,0.901704136,0.901293162,0.853279807,0.762277645,0.374493275,0.863104626,0.976885422,0.853745154,0.224457925,0.771296069,0.465207202,0.842283508,0.292747561,0.794889244,0.917030584,0.812407209,0.96236181,0.531490102,0.858537827,0.799223396,0.897997806,0.714401535,0.713803306,0.75988609,0.425191944,0.5283033,0.801829077,0.5586798,0.590388573,0.547062562,0.492452127,0.628252665,0.289888884,0.796861445,0.373069879,0.476500482,0.570725979,0.920090443,0.90914477,0.879895024,0.913389595,-0.532868715,-0.429186386,0.804736423,0.380997341,0.971617069,0.782804573,0.665746079
Kayn,0.831638106,0.956637115,0.07872396,0.670731838,0.66190444,0.933901291,0.901523531,0.494985014,-0.197754737,-0.11677536,0.064592572,-0.074473514,0.361597818,-0.032894917,0.776902517,0.544384513,-0.10542771,0.592290493,-0.070577727,0.530896647,0.561982034,0.579516747,0.711469143,0.828287069,0.726473713,0.794923948,0.252599203,0.988762699,0.836776044,-0.123621323,0.978043262,0.694430511,0.834406067,0.763302945,-0.331223025,0.96314383,0.38215872,0.837620132,0.345973448,0.309669103,0.514676547,0.534498145,0.527052136,0.987980035,0.758623496,0.988502143,-0.585721159,0.742374635,0.779034388,0.793223118,0.763779819,0.833540574,0.92356414,0.936594755,0.637306583,0.153101513,-0.016953952,-0.075466922,0.03318507,0.351427549,0.44180885,0.553529925,0.629739486,0.559156957,0.404604326,0.595495306,-1,0.285479258,0.980733213,0.932107568,0.625685082,-0.239009014,0.282236222,0.246226645,0.89383244,0.52949975,0.204337316,0.055868405,0.475339736,-0.783486747,-0.298638676,0.167933012,0.233442776,-0.542396207,0.963356758,0.940647747,-0.283637488,0.746167051,0.593405781,0.65261876,0.457991059,0.521783432,-0.00690943,0.938208709,0.968435118,0.871287971,0.962098039,-0.22264776,0.574445436,0.888865331,0.508239256,0.565873687,0.564613585,0.680689761,0.938480709,0.291457709,0.021006056,0.82140104,0.898989175,0.992074968,0.857071568,0.938507338,0.794782489,0.639456592,0.248496098,0.2771188,0.515506029,0.532586599,0.823373771,0.326376815,0.59942143,0.836436002,0.505506024,0.776521729,-0.062426263,0.515124152,0.584608934,0.926363292,0.655953532,0.554238546,-0.056389092,0.688039378,-0.318902781,0.754133369,0.990575128,0.762427438,0.745472373,0.847906114,-0.166515662,0.804388112,0.041415742,0.727186809,0.245875037,0.864936451,-0.083099888,0.565706285,0.096524128,0.950021441,0.883904875,0.392740829,-0.013089992,0.677326456,0.948021711,0.513525811,-0.081584154,0.251614024,-0.265462966,-0.243338972,0.038289531,-0.81646467,-0.59248102,0.843729242,-0.589981486,0.709991906,0.741978872,0.861341724,0.575854757,0.949242604,-0.060649632,-0.919253783,-0.709732487,0.997153517,0.455871305,0.453649555,0.485533094,0.70079028,-0.408480721,0.508560098,-0.006406996,-0.897546118,0.733627813,-0.127869328,-0.294035953
Kennen,0.78117957,0.571102594,0.975999622,0.924231066,0.928123048,0.100323857,0.479073057,0.959862082,0.928541352,0.933852256,0.96984162,0.914795766,0.994052784,0.967814978,0.847246022,0.527003585,0.942734857,0.335779664,0.941460486,0.906877111,0.927243895,0.936938467,0.885803144,0.661727764,0.79037725,0.839858699,0.99917036,0.14595652,0.700190401,0.936631856,0.483209267,0.90998941,0.783306623,0.857132823,0.884283267,0.239639174,0.988382442,0.781530548,0.991103168,0.94564828,0.974527722,0.820117244,0.884531331,0.44987786,0.848451597,0.253039908,0.781633836,0.859747551,0.814648559,0.788732074,0.372178586,0.528610749,0.382206084,0.54782995,0.876822152,0.992513803,0.941101348,0.946502747,0.957348522,0.982617967,0.96775657,0.904667528,0.939308564,0.96226404,0.946400339,0.898327055,0.285479258,-1,0.455889239,0.567143348,0.663378618,0.902145274,0.99767126,0.95074324,0.497581253,0.378892111,0.99370136,0.973095435,0.544298374,0.719051385,0.902929363,0.959949291,0.980542819,0.823751456,0.501472105,0.619244826,0.899937819,0.870918966,0.906216263,-0.170644028,0.638484835,0.607538809,0.972270083,0.353113324,0.504461673,-0.408047576,0.489403219,0.920806611,0.792777418,0.641682511,0.965059554,0.933964298,0.868049134,0.626308208,0.576292099,0.999814797,0.97037692,0.464702888,0.328025464,0.303602425,0.633067604,0.630982666,0.791383842,0.890649152,0.993734546,0.991553351,0.972610172,0.971821825,0.163463661,0.714778018,0.61020382,0.676785182,0.869570424,0.831291204,0.960225379,0.584483176,0.773758809,0.658901855,0.844393844,0.641538705,0.948688487,0.275929547,-1.944581822,0.855842195,0.41689835,0.851474645,0.854055722,0.760206501,0.929189043,0.252165599,0.929232775,0.876404898,0.992444761,-0.231384302,0.938483564,0.48900925,0.971377274,-0.115130188,0.679572658,0.982134735,0.968644476,0.916761506,0.26656214,0.938501669,0.939658199,0.991265434,0.905448628,0.917359223,0.944210092,0.695593868,0.798197919,0.688180498,0.784658534,0.13670782,0.07377178,0.368883515,0.721435704,-0.113850692,0.950445709,0.649821195,0.751021178,0.236492342,0.966190619,0.971102147,0.948184459,0.897633203,-1.348691716,-1.136945349,0.972952269,0.660549556,0.816116263,0.918821308,0.902233253
