WhoAmI,,Position,,Against,WinRate
Illaoi,",",Top,"Illaoi,Top",Mordekaiser,47.45
Illaoi,",",Top,"Illaoi,Top",Renekton,54.83
Illaoi,",",Top,"Illaoi,Top",Fiora,46.62
Illaoi,",",Top,"Illaoi,Top",Aatrox,53.41
Illaoi,",",Top,"Illaoi,Top",Garen,45.87
Illaoi,",",Top,"Illaoi,Top",Vladimir,49.72
Illaoi,",",Top,"Illaoi,Top",Irelia,53.85
Illaoi,",",Top,"Illaoi,Top",Akali,50.74
Illaoi,",",Top,"Illaoi,Top",Malphite,50.98
Illaoi,",",Top,"Illaoi,Top",Jax,51.13
Illaoi,",",Top,"Illaoi,Top",Shen,54.44
Illaoi,",",Top,"Illaoi,Top",Kled,48.18
Illaoi,",",Top,"Illaoi,Top",Vayne,46.83
Illaoi,",",Top,"Illaoi,Top",Camille,54.27
Illaoi,",",Top,"Illaoi,Top",Teemo,44.79
Illaoi,",",Top,"Illaoi,Top",Yasuo,44.68
Illaoi,",",Top,"Illaoi,Top",Riven,50.27
Illaoi,",",Top,"Illaoi,Top",Lucian,42.54
Illaoi,",",Top,"Illaoi,Top",Kayle,47.73
Illaoi,",",Top,"Illaoi,Top",Rengar,46.78
Illaoi,",",Top,"Illaoi,Top",Sylas,48.81
Illaoi,",",Top,"Illaoi,Top",Kennen,47.31
Illaoi,",",Top,"Illaoi,Top",Quinn,52.47
Illaoi,",",Top,"Illaoi,Top",Poppy,46.50
Illaoi,",",Top,"Illaoi,Top",Soraka,40.40
Illaoi,",",Top,"Illaoi,Top",Rumble,48.32
Illaoi,",",Top,"Illaoi,Top",Ryze,54.73
Illaoi,",",Top,"Illaoi,Top",Yorick,46.48
Illaoi,",",Top,"Illaoi,Top",Pantheon,50.00
Illaoi,",",Top,"Illaoi,Top",Tryndamere,39.20
Illaoi,",",Top,"Illaoi,Top",Gangplank,44.35
Illaoi,",",Top,"Illaoi,Top",Nasus,46.67
Illaoi,",",Top,"Illaoi,Top",Singed,50.42
Illaoi,",",Top,"Illaoi,Top",Dr. Mundo,59.29
Illaoi,",",Top,"Illaoi,Top",Volibear,44.34
Illaoi,",",Top,"Illaoi,Top",Olaf,54.84
Illaoi,",",Top,"Illaoi,Top",Maokai,54.44
Illaoi,",",Top,"Illaoi,Top",Gnar,53.62
Illaoi,",",Top,"Illaoi,Top",Heimerdinger,44.93
Illaoi,",",Top,"Illaoi,Top",Zac,47.76
Illaoi,",",Top,"Illaoi,Top",Jayce,46.27
Illaoi,",",Top,"Illaoi,Top",Cho'Gath,55.38
Irelia,",",Top,"Irelia,Top",Sett,42.49
Irelia,",",Top,"Irelia,Top",Ornn,45.42
Irelia,",",Top,"Irelia,Top",Fiora,45.63
Irelia,",",Top,"Irelia,Top",Aatrox,50.31
Irelia,",",Top,"Irelia,Top",Mordekaiser,46.59
Irelia,",",Top,"Irelia,Top",Renekton,49.06
Irelia,",",Top,"Irelia,Top",Darius,48.33
Irelia,",",Top,"Irelia,Top",Vladimir,47.67
Irelia,",",Top,"Irelia,Top",Garen,43.17
Irelia,",",Top,"Irelia,Top",Akali,48.98
Irelia,",",Top,"Irelia,Top",Jax,43.80
Irelia,",",Top,"Irelia,Top",Malphite,44.09
Irelia,",",Top,"Irelia,Top",Camille,48.89
Irelia,",",Top,"Irelia,Top",Kled,45.38
Irelia,",",Top,"Irelia,Top",Teemo,50.81
Irelia,",",Top,"Irelia,Top",Gangplank,47.35
Irelia,",",Top,"Irelia,Top",Illaoi,46.15
Irelia,",",Top,"Irelia,Top",Sylas,48.52
Irelia,",",Top,"Irelia,Top",Shen,45.45
Irelia,",",Top,"Irelia,Top",Lucian,49.23
Irelia,",",Top,"Irelia,Top",Soraka,44.94
Irelia,",",Top,"Irelia,Top",Yasuo,49.68
Irelia,",",Top,"Irelia,Top",Ryze,48.31
Irelia,",",Top,"Irelia,Top",Kennen,56.95
Irelia,",",Top,"Irelia,Top",Riven,46.08
Irelia,",",Top,"Irelia,Top",Rengar,45.21
Irelia,",",Top,"Irelia,Top",Rumble,52.45
Irelia,",",Top,"Irelia,Top",Poppy,43.71
Irelia,",",Top,"Irelia,Top",Kayle,45.23
Irelia,",",Top,"Irelia,Top",Quinn,47.69
Irelia,",",Top,"Irelia,Top",Pantheon,48.18
Irelia,",",Top,"Irelia,Top",Yorick,42.92
Irelia,",",Top,"Irelia,Top",Singed,37.62
Irelia,",",Top,"Irelia,Top",Tryndamere,46.29
Irelia,",",Top,"Irelia,Top",Vayne,43.68
Irelia,",",Top,"Irelia,Top",Jayce,47.06
Irelia,",",Top,"Irelia,Top",Volibear,43.48
Irelia,",",Top,"Irelia,Top",Nasus,39.38
Irelia,",",Top,"Irelia,Top",Maokai,45.27
Irelia,",",Top,"Irelia,Top",Dr. Mundo,47.86
Irelia,",",Top,"Irelia,Top",Gnar,50.00
Irelia,",",Top,"Irelia,Top",Heimerdinger,58.68
Irelia,",",Top,"Irelia,Top",Zac,45.30
Irelia,",",Top,"Irelia,Top",Olaf,46.00
Irelia,",",Top,"Irelia,Top",Urgot,62.89
Irelia,",",Top,"Irelia,Top",Nocturne,44.68
Irelia,",",Top,"Irelia,Top",Cho'Gath,47.37
Irelia,",",Top,"Irelia,Top",Hecarim,50.00
Irelia,",",Top,"Irelia,Top",Cassiopeia,45.16
Irelia,",",Top,"Irelia,Top",Sion,38.60
Jax,",",Top,"Jax,Top",Sett,45.37
Jax,",",Top,"Jax,Top",Ornn,47.54
Jax,",",Top,"Jax,Top",Mordekaiser,53.73
Jax,",",Top,"Jax,Top",Fiora,51.77
Jax,",",Top,"Jax,Top",Renekton,52.21
Jax,",",Top,"Jax,Top",Aatrox,53.33
Jax,",",Top,"Jax,Top",Darius,48.34
Jax,",",Top,"Jax,Top",Garen,47.87
Jax,",",Top,"Jax,Top",Irelia,56.20
Jax,",",Top,"Jax,Top",Vladimir,49.80
Jax,",",Top,"Jax,Top",Malphite,45.81
Jax,",",Top,"Jax,Top",Akali,49.40
Jax,",",Top,"Jax,Top",Kled,47.94
Jax,",",Top,"Jax,Top",Camille,52.29
Jax,",",Top,"Jax,Top",Poppy,48.24
Jax,",",Top,"Jax,Top",Shen,45.58
Jax,",",Top,"Jax,Top",Illaoi,48.87
Jax,",",Top,"Jax,Top",Tryndamere,55.64
Jax,",",Top,"Jax,Top",Riven,54.09
Jax,",",Top,"Jax,Top",Rengar,49.80
Jax,",",Top,"Jax,Top",Gangplank,49.17
Jax,",",Top,"Jax,Top",Teemo,44.68
Jax,",",Top,"Jax,Top",Sylas,53.13
Jax,",",Top,"Jax,Top",Kayle,50.93
Jax,",",Top,"Jax,Top",Lucian,56.28
Jax,",",Top,"Jax,Top",Soraka,46.51
Jax,",",Top,"Jax,Top",Yasuo,59.15
Jax,",",Top,"Jax,Top",Rumble,55.03
Jax,",",Top,"Jax,Top",Pantheon,55.80
Jax,",",Top,"Jax,Top",Singed,44.83
Jax,",",Top,"Jax,Top",Quinn,49.70
Jax,",",Top,"Jax,Top",Kennen,50.60
Jax,",",Top,"Jax,Top",Ryze,49.69
Jax,",",Top,"Jax,Top",Yorick,47.97
Jax,",",Top,"Jax,Top",Vayne,60.99
Jax,",",Top,"Jax,Top",Nasus,43.61
Jax,",",Top,"Jax,Top",Maokai,38.46
Jax,",",Top,"Jax,Top",Volibear,50.41
Jax,",",Top,"Jax,Top",Dr. Mundo,47.97
Jax,",",Top,"Jax,Top",Olaf,43.59
Jax,",",Top,"Jax,Top",Jayce,49.14
Jax,",",Top,"Jax,Top",Cho'Gath,52.94
Jax,",",Top,"Jax,Top",Zac,45.24
Jax,",",Top,"Jax,Top",Heimerdinger,41.98
Jax,",",Top,"Jax,Top",Urgot,43.24
Jax,",",Top,"Jax,Top",Gnar,50.85
Jax,",",Top,"Jax,Top",Nocturne,35.29
Jax,",",Top,"Jax,Top",Hecarim,42.00
Jax,",",Top,"Jax,Top",Sion,52.00
Jayce,",",Top,"Jayce,Top",Sett,38.32
Jayce,",",Top,"Jayce,Top",Ornn,44.71
Jayce,",",Top,"Jayce,Top",Fiora,56.17
Jayce,",",Top,"Jayce,Top",Aatrox,48.89
Jayce,",",Top,"Jayce,Top",Mordekaiser,50.49
Jayce,",",Top,"Jayce,Top",Renekton,49.00
Jayce,",",Top,"Jayce,Top",Darius,50.79
Jayce,",",Top,"Jayce,Top",Vladimir,52.20
Jayce,",",Top,"Jayce,Top",Irelia,52.94
Jayce,",",Top,"Jayce,Top",Akali,48.63
Jayce,",",Top,"Jayce,Top",Garen,48.55
Jayce,",",Top,"Jayce,Top",Malphite,43.18
Jayce,",",Top,"Jayce,Top",Lucian,50.00
Jayce,",",Top,"Jayce,Top",Jax,50.86
Jayce,",",Top,"Jayce,Top",Kled,40.57
Jayce,",",Top,"Jayce,Top",Quinn,53.61
Jayce,",",Top,"Jayce,Top",Teemo,45.16
Jayce,",",Top,"Jayce,Top",Sylas,52.44
Jayce,",",Top,"Jayce,Top",Kennen,51.85
Jayce,",",Top,"Jayce,Top",Camille,55.56
Jayce,",",Top,"Jayce,Top",Soraka,40.26
Jayce,",",Top,"Jayce,Top",Rumble,44.74
Jayce,",",Top,"Jayce,Top",Gangplank,52.11
Jayce,",",Top,"Jayce,Top",Kayle,48.57
Jayce,",",Top,"Jayce,Top",Shen,55.71
Jayce,",",Top,"Jayce,Top",Illaoi,53.73
Jayce,",",Top,"Jayce,Top",Ryze,49.23
Jayce,",",Top,"Jayce,Top",Poppy,51.72
Jayce,",",Top,"Jayce,Top",Rengar,43.86
Jayce,",",Top,"Jayce,Top",Pantheon,46.43
Jayce,",",Top,"Jayce,Top",Tryndamere,48.00
Karma,",",Top,"Karma,Top",Sett,45.60
Karma,",",Top,"Karma,Top",Ornn,42.86
Karma,",",Top,"Karma,Top",Mordekaiser,48.94
Karma,",",Top,"Karma,Top",Renekton,50.67
Karma,",",Top,"Karma,Top",Darius,46.67
Karma,",",Top,"Karma,Top",Vladimir,60.56
Karma,",",Top,"Karma,Top",Fiora,53.62
Karma,",",Top,"Karma,Top",Aatrox,58.82
Karma,",",Top,"Karma,Top",Irelia,47.27
Karma,",",Top,"Karma,Top",Akali,47.06
Kassadin,",",Top,"Kassadin,Top",Vladimir,57.14
Kassadin,",",Top,"Kassadin,Top",Mordekaiser,47.83
Kassadin,",",Top,"Kassadin,Top",Sett,38.46
Kassadin,",",Top,"Kassadin,Top",Akali,56.58
Kassadin,",",Top,"Kassadin,Top",Ornn,54.05
Kassadin,",",Top,"Kassadin,Top",Malphite,58.18
Kayle,",",Top,"Kayle,Top",Sett,48.08
Kayle,",",Top,"Kayle,Top",Ornn,51.77
Kayle,",",Top,"Kayle,Top",Mordekaiser,52.43
Kayle,",",Top,"Kayle,Top",Darius,49.28
Kayle,",",Top,"Kayle,Top",Vladimir,53.06
Kayle,",",Top,"Kayle,Top",Garen,55.11
Kayle,",",Top,"Kayle,Top",Renekton,48.49
Kayle,",",Top,"Kayle,Top",Fiora,53.41
Kayle,",",Top,"Kayle,Top",Aatrox,51.51
Kayle,",",Top,"Kayle,Top",Irelia,54.77
Kayle,",",Top,"Kayle,Top",Akali,53.81
Kayle,",",Top,"Kayle,Top",Jax,49.07
Kayle,",",Top,"Kayle,Top",Kled,48.59
Kayle,",",Top,"Kayle,Top",Camille,50.57
Kayle,",",Top,"Kayle,Top",Illaoi,52.27
Kayle,",",Top,"Kayle,Top",Malphite,54.02
Kayle,",",Top,"Kayle,Top",Teemo,42.77
Kayle,",",Top,"Kayle,Top",Soraka,46.01
Kayle,",",Top,"Kayle,Top",Poppy,51.59
Kayle,",",Top,"Kayle,Top",Shen,55.63
Kayle,",",Top,"Kayle,Top",Lucian,54.55
Kayle,",",Top,"Kayle,Top",Yasuo,49.24
Kayle,",",Top,"Kayle,Top",Ryze,50.00
Kayle,",",Top,"Kayle,Top",Sylas,45.45
Kayle,",",Top,"Kayle,Top",Riven,50.00
Kayle,",",Top,"Kayle,Top",Rengar,47.79
Kayle,",",Top,"Kayle,Top",Singed,47.32
Kayle,",",Top,"Kayle,Top",Quinn,49.55
Kayle,",",Top,"Kayle,Top",Gangplank,58.72
Kayle,",",Top,"Kayle,Top",Rumble,55.96
Kayle,",",Top,"Kayle,Top",Yorick,40.00
Kayle,",",Top,"Kayle,Top",Kennen,50.50
Kayle,",",Top,"Kayle,Top",Nasus,52.13
Kayle,",",Top,"Kayle,Top",Vayne,46.25
Kayle,",",Top,"Kayle,Top",Pantheon,49.33
Kayle,",",Top,"Kayle,Top",Tryndamere,47.22
Kayle,",",Top,"Kayle,Top",Jayce,51.43
Kayle,",",Top,"Kayle,Top",Dr. Mundo,47.14
Kayle,",",Top,"Kayle,Top",Volibear,46.97
Kayle,",",Top,"Kayle,Top",Olaf,45.00
Kennen,",",Top,"Kennen,Top",Sett,43.77
Kennen,",",Top,"Kennen,Top",Darius,52.75
Kennen,",",Top,"Kennen,Top",Ornn,44.67
Kennen,",",Top,"Kennen,Top",Mordekaiser,45.05
Kennen,",",Top,"Kennen,Top",Aatrox,51.71
Kennen,",",Top,"Kennen,Top",Vladimir,52.78
Kennen,",",Top,"Kennen,Top",Renekton,53.31
Kennen,",",Top,"Kennen,Top",Fiora,50.94
Kennen,",",Top,"Kennen,Top",Irelia,43.05
Kennen,",",Top,"Kennen,Top",Akali,49.48
Kennen,",",Top,"Kennen,Top",Garen,48.15
Kennen,",",Top,"Kennen,Top",Malphite,43.42
Kennen,",",Top,"Kennen,Top",Teemo,52.08
Kennen,",",Top,"Kennen,Top",Lucian,52.75
Kennen,",",Top,"Kennen,Top",Sylas,49.72
Kennen,",",Top,"Kennen,Top",Kled,39.52
Kennen,",",Top,"Kennen,Top",Illaoi,52.69
Kennen,",",Top,"Kennen,Top",Jax,49.40
Kennen,",",Top,"Kennen,Top",Camille,46.01
Kennen,",",Top,"Kennen,Top",Quinn,46.58
Kennen,",",Top,"Kennen,Top",Ryze,50.35
Kennen,",",Top,"Kennen,Top",Shen,46.27
Kennen,",",Top,"Kennen,Top",Yasuo,60.16
Kennen,",",Top,"Kennen,Top",Soraka,40.94
Kennen,",",Top,"Kennen,Top",Rumble,54.76
Kennen,",",Top,"Kennen,Top",Rengar,50.83
Kennen,",",Top,"Kennen,Top",Gangplank,51.26
Kennen,",",Top,"Kennen,Top",Poppy,47.71
Kennen,",",Top,"Kennen,Top",Dr. Mundo,46.67
Kennen,",",Top,"Kennen,Top",Kayle,49.50
Kennen,",",Top,"Kennen,Top",Maokai,48.45
Kennen,",",Top,"Kennen,Top",Vayne,47.31
Kennen,",",Top,"Kennen,Top",Pantheon,52.81
Kennen,",",Top,"Kennen,Top",Singed,44.19
Kennen,",",Top,"Kennen,Top",Nasus,38.82
Kennen,",",Top,"Kennen,Top",Yorick,47.62
Kennen,",",Top,"Kennen,Top",Jayce,48.15
Kennen,",",Top,"Kennen,Top",Riven,47.37
Kennen,",",Top,"Kennen,Top",Tryndamere,41.33
Kennen,",",Top,"Kennen,Top",Gnar,49.09
Kennen,",",Top,"Kennen,Top",Volibear,43.40
Kennen,",",Top,"Kennen,Top",Heimerdinger,33.96
Kled,",",Top,"Kled,Top",Sett,49.15
Kled,",",Top,"Kled,Top",Ornn,47.04
Kled,",",Top,"Kled,Top",Mordekaiser,53.84
Kled,",",Top,"Kled,Top",Renekton,52.07
Kled,",",Top,"Kled,Top",Darius,50.58
Kled,",",Top,"Kled,Top",Aatrox,54.49
Kled,",",Top,"Kled,Top",Fiora,48.65
Kled,",",Top,"Kled,Top",Akali,58.21
Kled,",",Top,"Kled,Top",Vladimir,51.16
Kled,",",Top,"Kled,Top",Garen,51.07
Kled,",",Top,"Kled,Top",Irelia,54.62
Kled,",",Top,"Kled,Top",Jax,52.06
Kled,",",Top,"Kled,Top",Malphite,48.71
Kled,",",Top,"Kled,Top",Shen,49.45
Kled,",",Top,"Kled,Top",Rengar,53.85
Kled,",",Top,"Kled,Top",Camille,47.27
Kled,",",Top,"Kled,Top",Illaoi,51.82
Kled,",",Top,"Kled,Top",Poppy,56.90
Kled,",",Top,"Kled,Top",Sylas,54.11
Kled,",",Top,"Kled,Top",Soraka,52.91
Kled,",",Top,"Kled,Top",Teemo,45.59
Kled,",",Top,"Kled,Top",Riven,51.83
Kled,",",Top,"Kled,Top",Gangplank,50.00
Kled,",",Top,"Kled,Top",Kayle,51.41
Kled,",",Top,"Kled,Top",Rumble,55.68
Kled,",",Top,"Kled,Top",Yasuo,58.14
Kled,",",Top,"Kled,Top",Kennen,60.48
Kled,",",Top,"Kled,Top",Lucian,51.85
Kled,",",Top,"Kled,Top",Pantheon,57.69
Kled,",",Top,"Kled,Top",Singed,48.15
Kled,",",Top,"Kled,Top",Tryndamere,57.78
Kled,",",Top,"Kled,Top",Quinn,52.99
Kled,",",Top,"Kled,Top",Ryze,55.73
Kled,",",Top,"Kled,Top",Vayne,49.62
Kled,",",Top,"Kled,Top",Yorick,48.36
Kled,",",Top,"Kled,Top",Volibear,58.12
Kled,",",Top,"Kled,Top",Jayce,59.43
Kled,",",Top,"Kled,Top",Dr. Mundo,48.54
Kled,",",Top,"Kled,Top",Maokai,50.53
Kled,",",Top,"Kled,Top",Nasus,50.57
Kled,",",Top,"Kled,Top",Urgot,46.25
Kled,",",Top,"Kled,Top",Zac,44.16
Kled,",",Top,"Kled,Top",Gnar,61.33
Kled,",",Top,"Kled,Top",Olaf,60.81
Kled,",",Top,"Kled,Top",Cho'Gath,49.18
Lissandra,",",Top,"Lissandra,Top",Sett,43.55
Lucian,",",Top,"Lucian,Top",Sett,41.43
Lucian,",",Top,"Lucian,Top",Ornn,44.97
Lucian,",",Top,"Lucian,Top",Mordekaiser,46.84
Lucian,",",Top,"Lucian,Top",Aatrox,51.35
Lucian,",",Top,"Lucian,Top",Fiora,50.24
Lucian,",",Top,"Lucian,Top",Darius,48.52
Lucian,",",Top,"Lucian,Top",Vladimir,48.15
Lucian,",",Top,"Lucian,Top",Renekton,49.18
Lucian,",",Top,"Lucian,Top",Irelia,50.77
Lucian,",",Top,"Lucian,Top",Garen,47.81
Lucian,",",Top,"Lucian,Top",Akali,53.53
Lucian,",",Top,"Lucian,Top",Quinn,54.37
Lucian,",",Top,"Lucian,Top",Malphite,44.31
Lucian,",",Top,"Lucian,Top",Gangplank,47.00
Lucian,",",Top,"Lucian,Top",Jax,43.72
Lucian,",",Top,"Lucian,Top",Vayne,49.26
Lucian,",",Top,"Lucian,Top",Teemo,42.57
Lucian,",",Top,"Lucian,Top",Soraka,44.09
Lucian,",",Top,"Lucian,Top",Camille,49.19
Lucian,",",Top,"Lucian,Top",Kennen,47.25
Lucian,",",Top,"Lucian,Top",Illaoi,57.46
Lucian,",",Top,"Lucian,Top",Kled,48.15
Lucian,",",Top,"Lucian,Top",Shen,45.86
Lucian,",",Top,"Lucian,Top",Rumble,56.29
Lucian,",",Top,"Lucian,Top",Yasuo,47.33
Lucian,",",Top,"Lucian,Top",Ryze,52.35
Lucian,",",Top,"Lucian,Top",Sylas,54.11
Lucian,",",Top,"Lucian,Top",Kayle,45.45
Lucian,",",Top,"Lucian,Top",Jayce,50.00
Lucian,",",Top,"Lucian,Top",Poppy,52.46
Lucian,",",Top,"Lucian,Top",Pantheon,47.50
Lucian,",",Top,"Lucian,Top",Rengar,43.27
Lucian,",",Top,"Lucian,Top",Riven,46.88
Lucian,",",Top,"Lucian,Top",Singed,47.31
Lucian,",",Top,"Lucian,Top",Tryndamere,48.39
Lucian,",",Top,"Lucian,Top",Dr. Mundo,39.77
Lucian,",",Top,"Lucian,Top",Yorick,47.67
Lucian,",",Top,"Lucian,Top",Nasus,51.43
Lucian,",",Top,"Lucian,Top",Volibear,40.91
Lucian,",",Top,"Lucian,Top",Maokai,40.91
Lucian,",",Top,"Lucian,Top",Heimerdinger,50.00
Lucian,",",Top,"Lucian,Top",Gnar,53.45
Lucian,",",Top,"Lucian,Top",Zac,45.10
Malphite,",",Top,"Malphite,Top",Sett,48.67
Malphite,",",Top,"Malphite,Top",Ornn,49.05
Malphite,",",Top,"Malphite,Top",Fiora,53.79
Malphite,",",Top,"Malphite,Top",Mordekaiser,47.09
Malphite,",",Top,"Malphite,Top",Darius,50.07
Malphite,",",Top,"Malphite,Top",Aatrox,55.63
Malphite,",",Top,"Malphite,Top",Renekton,47.19
Malphite,",",Top,"Malphite,Top",Teemo,52.86
Malphite,",",Top,"Malphite,Top",Garen,47.41
Malphite,",",Top,"Malphite,Top",Vladimir,43.92
Malphite,",",Top,"Malphite,Top",Irelia,55.91
Malphite,",",Top,"Malphite,Top",Akali,53.92
Malphite,",",Top,"Malphite,Top",Jax,54.19
Malphite,",",Top,"Malphite,Top",Quinn,54.10
Malphite,",",Top,"Malphite,Top",Kled,51.29
Malphite,",",Top,"Malphite,Top",Illaoi,49.02
Malphite,",",Top,"Malphite,Top",Camille,53.56
Malphite,",",Top,"Malphite,Top",Shen,48.39
Malphite,",",Top,"Malphite,Top",Yasuo,54.23
Malphite,",",Top,"Malphite,Top",Sylas,46.09
Malphite,",",Top,"Malphite,Top",Lucian,55.69
Malphite,",",Top,"Malphite,Top",Gangplank,51.84
Malphite,",",Top,"Malphite,Top",Rengar,54.01
Malphite,",",Top,"Malphite,Top",Kennen,56.58
Malphite,",",Top,"Malphite,Top",Vayne,56.56
Malphite,",",Top,"Malphite,Top",Riven,53.59
Malphite,",",Top,"Malphite,Top",Poppy,53.37
Malphite,",",Top,"Malphite,Top",Rumble,48.73
Malphite,",",Top,"Malphite,Top",Tryndamere,60.41
Malphite,",",Top,"Malphite,Top",Pantheon,52.31
Malphite,",",Top,"Malphite,Top",Nasus,48.70
Malphite,",",Top,"Malphite,Top",Ryze,43.55
Malphite,",",Top,"Malphite,Top",Soraka,45.56
Malphite,",",Top,"Malphite,Top",Kayle,45.98
Malphite,",",Top,"Malphite,Top",Yorick,46.58
Malphite,",",Top,"Malphite,Top",Dr. Mundo,54.86
Malphite,",",Top,"Malphite,Top",Singed,47.92
Malphite,",",Top,"Malphite,Top",Maokai,41.30
Malphite,",",Top,"Malphite,Top",Jayce,56.82
Malphite,",",Top,"Malphite,Top",Gnar,50.96
Malphite,",",Top,"Malphite,Top",Zac,44.23
Malphite,",",Top,"Malphite,Top",Volibear,53.00
Malphite,",",Top,"Malphite,Top",Olaf,56.47
Malphite,",",Top,"Malphite,Top",Heimerdinger,41.98
Malphite,",",Top,"Malphite,Top",Cho'Gath,43.75
Malphite,",",Top,"Malphite,Top",Sion,46.15
Malphite,",",Top,"Malphite,Top",Urgot,52.94
Malphite,",",Top,"Malphite,Top",Nocturne,44.00
Malzahar,",",Top,"Malzahar,Top",Sett,42.64
Malzahar,",",Top,"Malzahar,Top",Darius,54.17
Malzahar,",",Top,"Malzahar,Top",Mordekaiser,55.88
Malzahar,",",Top,"Malzahar,Top",Vladimir,55.22
Malzahar,",",Top,"Malzahar,Top",Teemo,56.25
Malzahar,",",Top,"Malzahar,Top",Aatrox,59.02
Malzahar,",",Top,"Malzahar,Top",Ornn,52.46
Maokai,",",Top,"Maokai,Top",Ornn,47.30
Maokai,",",Top,"Maokai,Top",Sett,43.80
Maokai,",",Top,"Maokai,Top",Mordekaiser,44.77
Maokai,",",Top,"Maokai,Top",Renekton,56.72
Maokai,",",Top,"Maokai,Top",Aatrox,50.69
Maokai,",",Top,"Maokai,Top",Darius,53.11
Maokai,",",Top,"Maokai,Top",Akali,57.65
Maokai,",",Top,"Maokai,Top",Vladimir,51.02
Maokai,",",Top,"Maokai,Top",Fiora,45.99
Maokai,",",Top,"Maokai,Top",Garen,52.72
Maokai,",",Top,"Maokai,Top",Irelia,54.73
Maokai,",",Top,"Maokai,Top",Malphite,58.70
Maokai,",",Top,"Maokai,Top",Jax,61.54
Maokai,",",Top,"Maokai,Top",Camille,56.31
Maokai,",",Top,"Maokai,Top",Kennen,51.55
Maokai,",",Top,"Maokai,Top",Kled,49.47
Maokai,",",Top,"Maokai,Top",Rengar,60.64
Maokai,",",Top,"Maokai,Top",Teemo,59.14
Maokai,",",Top,"Maokai,Top",Shen,45.56
Maokai,",",Top,"Maokai,Top",Illaoi,45.56
Maokai,",",Top,"Maokai,Top",Poppy,56.47
Maokai,",",Top,"Maokai,Top",Vayne,53.16
Maokai,",",Top,"Maokai,Top",Ryze,61.54
Maokai,",",Top,"Maokai,Top",Quinn,54.55
Maokai,",",Top,"Maokai,Top",Yasuo,49.30
Maokai,",",Top,"Maokai,Top",Sylas,52.11
Maokai,",",Top,"Maokai,Top",Riven,45.71
Maokai,",",Top,"Maokai,Top",Soraka,39.13
Maokai,",",Top,"Maokai,Top",Lucian,59.09
Maokai,",",Top,"Maokai,Top",Gangplank,56.45
Maokai,",",Top,"Maokai,Top",Rumble,55.74
Maokai,",",Top,"Maokai,Top",Nasus,53.45
Maokai,",",Top,"Maokai,Top",Pantheon,61.40
Maokai,",",Top,"Maokai,Top",Singed,52.73
Maokai,",",Top,"Maokai,Top",Tryndamere,46.30
Maokai,",",Top,"Maokai,Top",Yorick,47.06
Master Yi,",",Top,"Master Yi,Top",Sett,37.27
Master Yi,",",Top,"Master Yi,Top",Ornn,50.70
Master Yi,",",Top,"Master Yi,Top",Mordekaiser,44.12
Mordekaiser,",",Top,"Mordekaiser,Top",Sett,47.11
Mordekaiser,",",Top,"Mordekaiser,Top",Ornn,52.10
Mordekaiser,",",Top,"Mordekaiser,Top",Fiora,46.17
Mordekaiser,",",Top,"Mordekaiser,Top",Aatrox,51.64
Mordekaiser,",",Top,"Mordekaiser,Top",Darius,46.92
Mordekaiser,",",Top,"Mordekaiser,Top",Renekton,49.77
Mordekaiser,",",Top,"Mordekaiser,Top",Garen,51.13
Mordekaiser,",",Top,"Mordekaiser,Top",Vladimir,48.28
Mordekaiser,",",Top,"Mordekaiser,Top",Akali,51.91
Mordekaiser,",",Top,"Mordekaiser,Top",Irelia,53.41
Mordekaiser,",",Top,"Mordekaiser,Top",Jax,46.27
Mordekaiser,",",Top,"Mordekaiser,Top",Kled,46.16
Mordekaiser,",",Top,"Mordekaiser,Top",Malphite,52.91
Mordekaiser,",",Top,"Mordekaiser,Top",Shen,49.22
Mordekaiser,",",Top,"Mordekaiser,Top",Rengar,48.41
Mordekaiser,",",Top,"Mordekaiser,Top",Illaoi,52.55
Mordekaiser,",",Top,"Mordekaiser,Top",Vayne,48.76
Mordekaiser,",",Top,"Mordekaiser,Top",Teemo,52.31
Mordekaiser,",",Top,"Mordekaiser,Top",Gangplank,49.92
Mordekaiser,",",Top,"Mordekaiser,Top",Sylas,48.69
Mordekaiser,",",Top,"Mordekaiser,Top",Camille,48.69
Mordekaiser,",",Top,"Mordekaiser,Top",Poppy,54.05
Mordekaiser,",",Top,"Mordekaiser,Top",Yasuo,47.78
Mordekaiser,",",Top,"Mordekaiser,Top",Soraka,44.47
Mordekaiser,",",Top,"Mordekaiser,Top",Lucian,53.16
Mordekaiser,",",Top,"Mordekaiser,Top",Riven,44.73
Mordekaiser,",",Top,"Mordekaiser,Top",Kayle,47.57
Mordekaiser,",",Top,"Mordekaiser,Top",Rumble,46.89
Mordekaiser,",",Top,"Mordekaiser,Top",Yorick,47.83
Mordekaiser,",",Top,"Mordekaiser,Top",Ryze,50.37
Mordekaiser,",",Top,"Mordekaiser,Top",Singed,40.10
Mordekaiser,",",Top,"Mordekaiser,Top",Kennen,54.95
Mordekaiser,",",Top,"Mordekaiser,Top",Nasus,48.50
Mordekaiser,",",Top,"Mordekaiser,Top",Dr. Mundo,48.31
Mordekaiser,",",Top,"Mordekaiser,Top",Tryndamere,45.95
Mordekaiser,",",Top,"Mordekaiser,Top",Quinn,47.34
Mordekaiser,",",Top,"Mordekaiser,Top",Pantheon,53.41
Mordekaiser,",",Top,"Mordekaiser,Top",Olaf,50.32
